"Path","SizeKB","Modified"
"\\Server\homes\RB\2025 Project Godspawn_2009\GS_Spine.png","0.13","2025-09-11T05:57:55"
"\\Server\homes\RB\2025 Project Godspawn_2009\GS_Title_Clear_Background.png","0.13","2025-09-11T05:57:55"
"\\Server\homes\RB\2025 Project Godspawn_2009\README.md","0.3","2025-09-11T01:19:13"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\agent email.txt","4.15","2005-01-03T11:57:06"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\forum intro.txt","8.22","2005-01-19T22:31:42"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN adobe evalcopy.pdf","0.13","2025-09-11T06:04:17"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN evalcopy.pdf","0.13","2025-09-11T06:04:17"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN.pdf","0.13","2025-09-11T06:04:17"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN%20acrobat%20evalcopy.pdf","0.13","2025-09-11T06:04:17"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\agent email.txt","4.15","2005-01-03T11:57:06"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\forum intro.txt","8.22","2005-01-19T22:31:42"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GODSPAWN evalcopy.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\e-book apps\librietextassist\GODSPAWN evalcopy.txt","1022.69","2005-02-07T10:21:10"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\e-book apps\librietextassist\GODSPAWN librie.txt","1022.52","2005-02-07T10:36:14"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GODSPAWN evalcopies\GODSPAWN evalcopy Librie\GODSPAWN evalcopy.txt","1022.69","2005-02-07T10:21:10"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GODSPAWN evalcopies\GODSPAWN evalcopy Librie\GODSPAWN for Librie.txt","1017.63","2005-02-07T10:39:06"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GODSPAWN evalcopies\GODSPAWN evalcopy Librie\GODSPAWN librie.txt","1022.52","2005-02-07T10:36:14"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q10essay.txt","1.92","2004-12-06T11:05:34"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q10quotes.txt","1.64","2002-11-28T15:30:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q1essay.txt","3.61","2002-11-28T13:51:14"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q1quotes.txt","1.99","2002-11-28T14:43:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q2essay.txt","2.6","2002-11-28T13:55:22"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q2quotes.txt","0.48","2002-11-28T14:48:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q3essay.txt","1.35","2002-11-28T14:00:12"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q3quotes.txt","1.26","2002-11-28T14:51:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q4essay.txt","0.49","2002-11-28T14:02:32"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q4quotes.txt","0.34","2002-11-28T14:56:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q5essay.txt","2.04","2002-11-28T14:06:14"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q5quotes.txt","0.55","2002-11-28T15:03:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q6essay.txt","5.62","2004-12-06T10:33:30"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q6quotes.txt","1.75","2002-11-28T15:07:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q7essay.txt","2.72","2004-12-06T10:46:36"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q7quotes.txt","0.54","2002-11-28T15:10:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q8essay.txt","2.39","2002-11-28T14:22:52"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q8quotes.txt","0.56","2002-11-28T15:14:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q9essay.txt","2.51","2004-12-06T10:58:38"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\GS Flash Site\essays\q9quotes.txt","0.72","2002-11-28T15:24:00"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\GODSPAWN\WEB SITE\count.txt","0.01","2005-05-18T07:20:50"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\eBook How To opr00ROB.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\GODSPAWN 040830.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\GODSPAWN 040833.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\GODSPAWN 040834.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\GODSPAWN 040835.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\GODSPAWN 040836.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\GODSPAWN 040941.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\Godspawn 2004-08-22 ebook.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\Godspawn 2004-08-22.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\old gs\Godspawn 2004-08-23 ebook.pdf","0.13","2025-09-11T06:04:18"
"\\Server\homes\RB\2025 Project Godspawn_2009\GODSPAWN 2006\WEB SITE\count.txt","0.01","2005-05-18T07:20:50"
"\\Server\homes\RB\2025 Project Godspawn_2009\Pkg For Elias\GODSPAWN evalcopy.pdf","0.13","2025-09-11T06:04:19"
"\\Server\homes\RB\2025 Project Godspawn_2009\Pkg For Elias\GodspawnChapterSummaries.pdf","0.13","2025-09-11T06:04:19"
"\\Server\homes\RB\2025 Project Godspawn_2009\Pkg For Elias\GodspawnCritique.pdf","0.13","2025-09-11T06:04:19"
"\\Server\homes\RB\2025 Project Godspawn_2009\Pkg For Elias\GS_3D_Novel.png","0.13","2025-09-11T05:57:55"
"\\Server\homes\RB\2025 Project Godspawn_2009\Pkg For Elias\GS_Binding_Cover_900pages.png","0.13","2025-09-11T05:57:55"
"\\Server\homes\RB\2025 Project Godspawn_2009\Screenwriter 2000\Movie Magic Screenwriter 2000\serial#.txt","0.17","2009-04-03T21:45:36"
"\\Server\homes\RB\2025 Project GroupBuild\AI_Types_Mapped_To_Projects_v3.odt","23.24","2025-06-24T09:16:33"
"\\Server\homes\RB\2025 Project GroupBuild\AI-Ethicalized Media.png","228.83","2025-05-30T21:14:23"
"\\Server\homes\RB\2025 Project GroupBuild\Amplify_Your_Mission.png","1319.09","2025-05-30T22:09:21"
"\\Server\homes\RB\2025 Project GroupBuild\Anonymous Democracy.png","188.75","2025-05-30T21:13:18"
"\\Server\homes\RB\2025 Project GroupBuild\Bussines-Politics-Infographics-Nolan-Chart.png","120.88","2025-06-02T12:07:20"
"\\Server\homes\RB\2025 Project GroupBuild\Call to Shape v1.odt","24.82","2025-05-29T20:23:22"
"\\Server\homes\RB\2025 Project GroupBuild\ChatGPT's Open Ownership Position.odt","26.65","2025-05-07T16:32:08"
"\\Server\homes\RB\2025 Project GroupBuild\Civil Resilience.png","219.95","2025-05-30T21:13:52"
"\\Server\homes\RB\2025 Project GroupBuild\Civium Name Proposal v1.odt","25.41","2025-05-09T07:29:50"
"\\Server\homes\RB\2025 Project GroupBuild\Complete_with_Docusign_Partnership_Agreement.pdf","521.9","2025-05-01T15:46:05"
"\\Server\homes\RB\2025 Project GroupBuild\Contributor ChatGPT prompt v1.odt","31.9","2025-05-04T21:03:13"
"\\Server\homes\RB\2025 Project GroupBuild\Ensured Connection.png","219.53","2025-05-30T21:14:42"
"\\Server\homes\RB\2025 Project GroupBuild\Feature Req  - Bluesky.odt","27.58","2025-05-19T15:46:11"
"\\Server\homes\RB\2025 Project GroupBuild\Future_Of_Democracy_Is_Anonymous.png","2256.43","2025-05-30T20:57:50"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Advisory_Board_Call_to_Shape_v2.odt","28.92","2025-05-30T22:01:02"
"\\Server\homes\RB\2025 Project GroupBuild\GB_BeAxaTorch_On_Old_Glory_Blue_v1.png","898.42","2025-06-25T11:47:19"
"\\Server\homes\RB\2025 Project GroupBuild\GB_BeAxaTorch_On_Old_Glory_Blue_v2.png","797.87","2025-06-25T12:26:27"
"\\Server\homes\RB\2025 Project GroupBuild\GB_BeAxaTorch_On_Old_Glory_Blue_v3.png","996.84","2025-06-25T12:36:44"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Bot_Reqs.odt","21.36","2025-06-18T14:25:03"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Boycott_Signup_Mockup_v1.png","1868.88","2025-06-24T20:26:49"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Brand_Style_Guide_Brand_Messaging_Dark.png","1358.04","2025-06-13T14:03:26"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Brand_Style_Guide_Chats_Dark.png","2037.95","2025-06-13T14:05:29"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Brand_Style_Guide_Colors_Icons.png","1249.3","2025-06-13T14:10:00"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Brand_Style_Guide_Dark_Light.png","175.27","2025-06-13T13:50:35"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Brand_Style_Guide_Event_Layout_Dark.png","1424.62","2025-06-13T14:01:02"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Brand_Style_Guide_Instructions_v1.odt","22.55","2025-06-13T14:25:53"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Brand_Style_Guide_UI_Components_Dark.png","1392.94","2025-06-13T14:03:35"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Brand_Style_Guide_WebDev_v1.odt","37.54","2025-06-13T14:19:11"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Brief_Social_Media_Developer.odt","26.05","2025-06-17T14:48:08"
"\\Server\homes\RB\2025 Project GroupBuild\GB_CEO_Checklist_v3.odt","26.42","2025-06-28T09:21:12"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Conceptual_Architecture.png","1767.33","2025-06-28T00:27:11"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Email_Hosting_Comparison.odt","1384.8","2025-06-11T10:43:55"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Email_Strategy.odt","3177.91","2025-06-11T10:50:35"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Event_Scheduler_Mockup_v1.png","1976.91","2025-06-24T20:17:56"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Feature_Proposal_Quiz_v1.odt","23.24","2025-06-02T11:21:30"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Feature_Req_Quiz_v3.odt","29.07","2025-06-02T12:17:04"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Feature_Req_Voting_Design_v1.odt","211.35","2025-06-10T12:01:08"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Feature_Req_Voting_v1.odt","19.98","2025-06-10T11:59:16"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Group_Profile_Mockup.png","1656","2025-06-25T11:36:11"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icon_Logo_BeAxaTorch.png","560.39","2025-05-31T20:04:59"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Integration_Req_Revolt_Matrix.odt","20.45","2025-07-01T14:04:56"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Landing_Graphic_Spec_v2.odt","2190.93","2025-06-22T10:21:38"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Legal_Setup_v1.odt","28.19","2025-06-27T19:49:50"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Logo_Heads_Torsos.png","1358.39","2025-06-11T10:32:02"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Marketing_CompetitiveAnalysis_v2.odt","199.24","2025-06-13T22:38:02"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Marketing_CompetitiveAnalysis_v3.odt","653.87","2025-06-13T23:26:40"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Nolan_Chart_Visual_Design_Proposal_v1.odt","149.55","2025-06-02T13:39:59"
"\\Server\homes\RB\2025 Project GroupBuild\GB_OpenSource_Options.odt","22.07","2025-07-01T14:20:43"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Partnership_Candidates_v1.odt","14.01","2025-05-31T10:52:52"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Resources_Page_Mockup_v1.png","1913.25","2025-06-24T13:35:27"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Resources_Page_MVP_Plan_v1.odt","24.46","2025-06-24T10:34:34"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Resources_Page_MVP_Plan_v5.odt","2136.24","2025-06-24T13:42:00"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Suggested_MVP_APIs_v1.odt","308.66","2025-06-18T10:27:06"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Swarms_v4.odt","1064.02","2025-06-29T16:00:39"
"\\Server\homes\RB\2025 Project GroupBuild\GB_TechStack.png","1695.65","2025-07-01T14:29:41"
"\\Server\homes\RB\2025 Project GroupBuild\GB_UI_25-05-31.odt","24.71","2025-05-31T11:29:43"
"\\Server\homes\RB\2025 Project GroupBuild\GB_UI_Design_25-05-31.odt","27.18","2025-05-31T12:49:19"
"\\Server\homes\RB\2025 Project GroupBuild\GB_User_Roles_Dev_Guide_v1.odt","1389.55","2025-06-17T11:34:08"
"\\Server\homes\RB\2025 Project GroupBuild\GB_UserRoles_DevGuide_v2.odt","6014.78","2025-06-17T13:16:42"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Volunteer_Onboard_Agreement_v2.odt","4520.86","2025-07-08T14:58:22"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Volunteer_Onboard_Agreement_v4.odt","584.99","2025-06-27T23:59:31"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Volunteer_Onboard_Agreement.odt","4513.59","2025-06-28T00:45:48"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Volunteer_Onboarding_Agreement_v5.odt","4509.31","2025-06-28T00:34:35"
"\\Server\homes\RB\2025 Project GroupBuild\GB_VPN_Popup_Mockup_v1.png","1185.95","2025-06-24T20:18:59"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Workflow_Integrations.odt","21.97","2025-06-18T09:04:43"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild Ideation v3.odp","22.32","2025-04-15T20:01:35"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild Ideation v3.pdf","56.79","2025-04-15T20:35:02"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild Logo v1.odp","12.29","2024-10-08T15:32:21"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild Statrup Ideation v1.odp","23.72","2024-10-09T12:42:22"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild Statrup Ideation v1.pdf","51.62","2024-10-09T12:45:48"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild_Effort_Log_Template_20250903.csv","0.08","2025-09-03T17:45:37"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild_FeatureRequest_Revolt_Matrix.odt","2.44","2025-07-01T14:03:13"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild_OpenSource_Research_List_WithLinks.odt","2.46","2025-07-01T14:10:24"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild_Pilot_Outreach_and_Trial_Pack_20250903.md","7.88","2025-09-03T17:45:28"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild_Pilot_Signoff_Sheet_20250903.md","1.47","2025-09-03T17:45:31"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild_Pilot_Summary_Plan_and_Deliverables_20250904_152830.md","4.68","2025-09-04T11:46:28"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild_Training_Deck_20250903.md","1.81","2025-09-03T17:45:34"
"\\Server\homes\RB\2025 Project GroupBuild\Groupbuild_UI_Design_v1.odt","24.84","2025-05-31T11:26:14"
"\\Server\homes\RB\2025 Project GroupBuild\GroupBuild_Video_Outreach.odt","2.67","2025-07-01T13:08:17"
"\\Server\homes\RB\2025 Project GroupBuild\List of Protest Mgmt Platforms v1.odt","27.74","2025-04-21T22:59:18"
"\\Server\homes\RB\2025 Project GroupBuild\Logo_GroupBuild.png","1201.68","2025-05-05T13:28:38"
"\\Server\homes\RB\2025 Project GroupBuild\Open Ownership Postion Paper v1.odt","26.85","2025-05-07T16:11:43"
"\\Server\homes\RB\2025 Project GroupBuild\Outreach_Target_Suggestions_v1.odt","22.07","2025-06-27T12:47:45"
"\\Server\homes\RB\2025 Project GroupBuild\Partnership Agreement RB+ES v1.odt","23.44","2025-04-17T16:31:46"
"\\Server\homes\RB\2025 Project GroupBuild\Partnership_Agreement_RB+ES_v1.docx.pdf","506.4","2025-05-01T15:45:08"
"\\Server\homes\RB\2025 Project GroupBuild\Partnership_Agreement_Summary.pdf","165.83","2025-05-01T15:45:08"
"\\Server\homes\RB\2025 Project GroupBuild\README.md","0.31","2025-09-11T01:19:17"
"\\Server\homes\RB\2025 Project GroupBuild\README.txt","1.32","2025-05-31T18:26:03"
"\\Server\homes\RB\2025 Project GroupBuild\School Options.ods","5.2","2025-04-10T16:49:00"
"\\Server\homes\RB\2025 Project GroupBuild\Val_Prop_v1.odt","25.35","2025-05-01T19:01:47"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Capstone Package\GB_Capstone_Brief_v4.odt","592.96","2025-07-09T13:20:16"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Capstone Package\GB_Landing_Page_Spec.odt","592.35","2025-07-09T15:18:51"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Capstone Package\GB_Sample_Design_Work.odt","2754.84","2025-07-09T15:37:30"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Capstone Package\GB_Vision_Contributor_Agreement_V4.odt","596.19","2025-07-09T15:02:57"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Capstone Package\GroupBuild_Capstone_Brief.pdf","101.5","2025-07-09T13:21:48"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Capstone Package\GroupBuild_Sample_Design_Landing_Page.pdf","403.78","2025-07-09T15:38:07"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Capstone Package\GroupBuild_Vision_Agreement.pdf","117.43","2025-07-09T15:03:44"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Hacker Package\GitHubPost.txt","1.4","2025-07-09T18:31:30"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Hacker Package\README.txt","1.7","2025-07-09T18:29:40"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Hacker Package\TargetList.txt","1.3","2025-07-09T18:30:00"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Accessibility_Body.png","583.36","2025-05-31T14:29:55"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Archive_Document.png","562.22","2025-05-31T14:29:57"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Broadcast_Megaphone.png","573.41","2025-05-31T14:30:00"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Broadcast_MegaphoneFilled.png","602.51","2025-05-31T14:31:24"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Collaboration_HandShake1Collar.png","511.57","2025-05-31T14:30:15"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Collaboration_HandShake2Collars.png","557.08","2025-05-31T14:30:01"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Community_Torsos.png","545.8","2025-05-31T14:30:04"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Event_BeAxaHoldTorch.png","546.16","2025-05-31T14:30:08"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Event_Fist.png","586.78","2025-05-31T14:30:06"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Event_FistPump.png","483.77","2025-05-31T14:30:16"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Logo_BeAxaTorch.png","560.39","2025-05-31T14:31:41"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Message_BubbleEyeWithin.png","465.92","2025-05-31T14:31:26"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Nav_ArrowForward.png","576.05","2025-05-31T14:31:28"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Nav_ArrowUpward.png","582.64","2025-05-31T14:31:30"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Security_CircleLockTick.png","565.57","2025-05-31T14:30:18"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Security_KeyHole.png","443.94","2025-05-31T14:31:31"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Security_Lock.png","585.14","2025-05-31T14:31:33"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Security_LockTick.png","575.82","2025-05-31T14:31:36"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GB_Icon_Settings_GearCog.png","579.76","2025-05-31T14:31:37"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Icons\GP_Icon_Message_BubbleEyeOver.png","573.1","2025-05-31T14:31:39"
"\\Server\homes\RB\2025 Project GroupBuild\GB_vid_shorts\GB_We_The_People_Empowered_Cue_Sheet_v3.pdf","69.7","2025-06-23T16:09:45"
"\\Server\homes\RB\2025 Project GroupBuild\GB_vid_shorts\GB_We_The_People_Empowered_StoryBoard.png","2385.29","2025-06-23T15:45:45"
"\\Server\homes\RB\2025 Project GroupBuild\GB_vid_shorts\GB_We_The_People_Storyboard.png","2582.89","2025-06-23T15:33:54"
"\\Server\homes\RB\2025 Project GroupBuild\GB_vid_shorts\We_The_People_Empowered_Script_v3.odt","22.05","2025-06-22T21:02:50"
"\\Server\homes\RB\2025 Project GroupBuild\GB_vid_shorts\We_The_People_Stand_Together_Script_Updated.odt","36.92","2025-06-21T17:02:53"
"\\Server\homes\RB\2025 Project GroupBuild\GB_vid_shorts\We_The_People_Stand_Together_Script.odt","20.92","2025-06-21T16:51:15"
"\\Server\homes\RB\2025 Project GroupBuild\GB_vid_shorts\WeThePeople_Empowered_Runway_Cue_v1.csv","2.28","2025-06-23T15:08:08"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Volunteer_Prospecting\GB_Capstone_Brief_v2.odt","25.32","2025-06-20T18:54:30"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Volunteer_Prospecting\GB_Capstone_Brief_v3.odt","590.18","2025-06-20T22:24:44"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Volunteer_Prospecting\GB_Capstone_Email_Template_V1.odt","20.16","2025-06-20T22:57:48"
"\\Server\homes\RB\2025 Project GroupBuild\GB_Volunteer_Prospecting\GB_Capstone_Outreach_Plan_v1.odt","24.89","2025-06-20T23:12:54"
"\\Server\homes\RB\2025 Project HomeSys\Home_System_v1.odt","25.97","2025-06-29T19:59:34"
"\\Server\homes\RB\2025 Project HomeSys\Home_System_v2.odt","25.54","2025-06-29T20:38:56"
"\\Server\homes\RB\2025 Project HomeSys\Home_System_v4.odt","23.44","2025-06-29T21:11:01"
"\\Server\homes\RB\2025 Project HomeSys\Reolink_AD410_Fw_RevEng_v2.txt","4.51","2025-06-29T21:29:35"
"\\Server\homes\RB\2025 Project HomeSys\Smart_Home_Camera_Upgrade_Plan.odt","15.18","2025-06-29T13:56:35"
"\\Server\homes\RB\2025 Project InSeed\2024 Prospecting.ods","3.94","2025-02-10T15:31:06"
"\\Server\homes\RB\2025 Project InSeed\InSeed_Logo_OldGloryBlue.svg","362.33","2025-10-06T23:13:37"
"\\Server\homes\RB\2025 Project InSeed\InSeed_Logo_White.svg","362.33","2025-10-06T23:13:39"
"\\Server\homes\RB\2025 Project InSeed\InSeed_Logo.png","6.76","2025-09-14T03:08:47"
"\\Server\homes\RB\2025 Project KidBook\LifeByGrumps_EXPANDED.odt","29.61","2025-06-04T17:00:05"
"\\Server\homes\RB\2025 Project KidBook\LifeByGrumps_v4.odt","6773.71","2025-06-04T16:48:26"
"\\Server\homes\RB\2025 Project KidBook\LifeByGrumps_v5_CLEANED.odt","8.16","2025-06-04T17:46:24"
"\\Server\homes\RB\2025 Project KidBook\LifeByGrumps_v5.odt","30.83","2025-06-04T17:45:19"
"\\Server\homes\RB\2025 Project KidBook\LifeByGrumpsv1.odt","28.89","2025-06-04T11:36:19"
"\\Server\homes\RB\2025 Project KidBook\LifeByGrumpsv2.odt","24592.18","2025-06-04T16:24:37"
"\\Server\homes\RB\2025 Project KidBook\LifeByGrumpsv3.odt","30.23","2025-06-04T16:54:50"
"\\Server\homes\RB\2025 Project KidBook\README.md","0.31","2025-09-11T01:19:21"
"\\Server\homes\RB\2025 Project OpeName\ON_Logo_Hands_Up.png","103.03","2025-06-19T10:00:42"
"\\Server\homes\RB\2025 Project OpeName\ON_MVP_Overview_v6.odt","4237.6","2025-06-18T17:14:54"
"\\Server\homes\RB\2025 Project OpeName\ON_MVP_Plan_v3.odt","2219.06","2025-06-18T19:42:22"
"\\Server\homes\RB\2025 Project OpeName\ON_MVP_Plan_v4.odt","1205.99","2025-06-20T13:11:04"
